date,service,match_edf,roland_garros,fashion_week,match_happening,match_happening_cl,temp,feels_like,temp_min,temp_max,wind_speed,clouds_all,vacances_paris,clear,clouds,drizzle,drizzle_and_rain,fog,mist,rain,thunderstorm
2019-01-01,midi,0,0,0,0.0,0.0,281.44,280.15,280.58,282.24,2.24,90,1,0,overcast clouds,0,0,0,0,0,0
2019-01-01,soir,0,0,0,0.0,0.0,280.87,280.87,279.48,281.45,0.45,90,1,0,0,light intensity drizzle,0,0,0,0,0
2019-01-02,midi,0,0,0,0.0,0.0,279.57,278.92,278.83,280.31,1.34,90,1,0,overcast clouds,0,0,0,0,0,0
2019-01-02,soir,0,0,0,0.0,0.0,278.95,277.22,277.71,279.81,2.24,90,1,0,overcast clouds,0,0,0,0,0,0
2019-01-03,midi,0,0,0,0.0,0.0,279.11,279.11,278.06,280.25,0.89,90,1,0,overcast clouds,0,0,0,0,0,0
2019-01-03,soir,0,0,0,0.0,0.0,278.57,278.57,277.38,279.69,0.45,90,1,0,overcast clouds,0,0,0,0,0,0
2019-01-04,midi,0,0,0,0.0,0.0,278.4,275.3,276.95,279.4,4.02,75,1,0,broken clouds,0,0,0,0,0,0
2019-01-04,soir,0,0,0,0.0,0.0,278.21,275.63,277.16,279.65,3.13,90,1,0,overcast clouds,0,0,0,0,0,0
2019-01-05,midi,0,0,0,0.0,0.0,278.54,276.74,277.16,279.38,2.24,90,1,0,overcast clouds,0,0,0,0,0,0
2019-01-05,soir,0,0,0,0.0,0.0,278.68,277.92,277.25,279.38,1.34,90,1,0,overcast clouds,0,0,0,0,0,0
2019-01-06,midi,0,0,0,0.0,0.0,278.6,278.6,277.16,279.69,0.45,90,1,0,overcast clouds,0,0,0,0,0,0
2019-01-06,soir,0,0,0,0.0,0.0,278.76,277.79,277.25,279.71,1.5,90,1,0,0,0,0,0,0,light rain,0
2019-01-07,midi,0,0,0,0.0,0.0,280.94,280.94,279.73,281.45,0.45,90,0,0,overcast clouds,0,0,0,0,0,0
2019-01-07,soir,0,0,0,0.0,0.0,280.15,280.15,279.38,280.91,0.89,90,0,0,overcast clouds,0,0,0,0,0,0
2019-01-08,midi,0,0,0,0.0,0.0,281.92,281.58,280.84,282.47,1.34,75,0,0,broken clouds,0,0,0,0,0,0
2019-01-08,soir,0,0,0,0.0,0.0,279.93,278.37,277.92,281.01,2.24,90,0,0,overcast clouds,0,0,0,0,0,0
2019-01-09,midi,0,0,0,0.0,0.0,278.63,275.59,277.16,280.8,4.02,75,0,0,0,0,0,0,0,light rain,0
2019-01-09,soir,0,0,0,0.0,0.0,276.79,275.17,275.03,278.58,1.79,40,0,0,0,0,0,0,0,light rain,0
2019-01-10,midi,0,0,0,0.0,0.0,277.41,276.48,276.14,278.58,1.34,0,0,sky is clear,0,0,0,0,0,0,0
2019-01-10,soir,0,0,0,0.0,0.0,277.29,277.29,276.05,278.31,0.45,0,0,sky is clear,0,0,0,0,0,0,0
2019-01-11,midi,0,0,0,0.0,0.0,279.22,279.22,278.27,280.45,0.45,90,0,0,0,0,0,0,mist,0,0
2019-01-11,soir,0,0,0,0.0,0.0,280.74,280.74,278.92,281.91,0.45,75,0,0,0,0,0,0,mist,0,0
2019-01-12,midi,0,0,0,0.0,0.0,280.63,279.2,279.38,281.58,2.24,90,0,0,overcast clouds,0,0,0,0,0,0
2019-01-12,soir,0,0,0,0.0,0.0,281.54,279.94,280.03,283.02,2.68,90,0,0,0,0,0,0,0,light rain,0
2019-01-13,midi,0,0,0,0.0,0.0,284.52,283.83,283.27,285.24,2.24,90,0,0,overcast clouds,0,0,0,0,0,0
2019-01-13,soir,0,0,0,0.0,0.0,283.64,282.81,282.25,284.24,3.58,90,0,0,overcast clouds,0,0,0,0,0,0
2019-01-14,midi,0,0,0,0.0,0.0,282.11,280.93,281.05,282.58,2.24,90,0,0,overcast clouds,0,0,0,0,0,0
2019-01-14,soir,0,0,0,0.0,0.0,281.15,278.92,279.94,281.91,3.58,90,0,0,overcast clouds,0,0,0,0,0,0
2019-01-15,midi,0,0,1,0.0,0.0,281.3,280.38,280.49,281.87,1.79,90,0,0,overcast clouds,0,0,0,0,0,0
2019-01-15,soir,0,0,1,0.0,0.0,280.58,280.58,279.38,281.36,0.45,90,0,0,overcast clouds,0,0,0,0,0,0
2019-01-16,midi,0,0,1,0.0,0.0,279.6,277.69,278.02,281.24,2.6,0,0,sky is clear,0,0,0,0,0,0,0
2019-01-16,soir,0,0,1,0.0,0.0,279.76,279.14,278.94,280.58,1.34,90,0,0,overcast clouds,0,0,0,0,0,0
2019-01-17,midi,0,0,1,0.0,0.0,280.34,279.79,279.36,281.0,1.34,75,0,0,broken clouds,0,0,0,0,0,0
2019-01-17,soir,0,0,1,0.0,0.0,275.79,274.65,274.07,277.03,1.34,0,0,sky is clear,0,0,0,0,0,0,0
2019-01-18,midi,0,0,1,0.0,0.0,277.65,275.37,275.8,278.87,2.6,90,0,0,overcast clouds,0,0,0,0,0,0
2019-01-18,soir,0,0,1,0.0,0.0,274.56,272.27,273.02,275.92,2.06,40,0,0,scattered clouds,0,0,0,0,0,0
2019-01-19,midi,0,0,1,0.0,0.0,274.15,270.38,272.16,275.58,3.6,90,0,0,0,0,0,0,0,light rain,0
2019-01-19,soir,0,0,1,0.0,0.0,274.72,272.41,273.81,275.36,2.1,90,0,0,0,0,0,0,0,light rain,0
2019-01-20,midi,0,0,1,0.0,0.0,275.77,273.07,274.73,278.02,2.68,90,0,0,0,0,0,0,mist,0,0
2019-01-20,soir,0,0,1,0.0,0.0,275.78,272.08,274.38,276.91,4.02,90,0,0,0,0,0,0,mist,0,0
2019-01-21,midi,0,0,0,0.0,0.0,274.48,274.48,273.37,276.42,0.45,1,0,sky is clear,0,0,0,0,0,0,0
2019-01-21,soir,0,0,0,0.0,0.0,272.73,269.53,270.28,274.31,2.6,1,0,sky is clear,0,0,0,0,0,0,0
2019-01-22,midi,0,0,0,0.0,0.0,273.77,273.77,273.02,275.25,0.45,90,0,0,0,0,0,0,0,light rain,0
2019-01-22,soir,0,0,0,0.0,0.0,274.19,274.19,272.81,275.25,0.45,90,0,0,0,0,0,0,mist,0,0
2019-01-23,midi,0,0,0,0.0,0.0,274.36,272.37,272.81,275.25,1.79,90,0,0,0,0,0,0,0,0,0
2019-01-23,soir,0,0,0,0.0,0.0,273.97,270.92,272.71,274.69,2.68,90,0,0,0,0,0,0,0,light rain,0
2019-01-24,midi,0,0,0,0.0,0.0,274.54,272.98,273.25,275.87,1.5,90,0,0,0,0,0,0,mist,0,0
2019-01-24,soir,0,0,0,0.0,0.0,274.68,271.84,272.98,275.58,2.6,1,0,0,0,0,0,0,mist,0,0
2019-01-25,midi,0,0,0,0.0,0.0,276.39,274.36,274.94,277.24,2.1,90,0,0,0,0,0,fog,0,0,0
2019-01-25,soir,0,0,0,0.0,0.0,278.23,278.23,276.58,279.59,0.45,90,0,0,0,0,0,0,0,light rain,0
2019-01-26,midi,0,0,0,0.0,0.0,282.06,280.56,280.49,282.97,2.68,90,0,0,0,0,0,0,0,light rain,0
2019-01-26,soir,0,0,0,0.0,0.0,281.18,280.24,279.94,282.24,1.79,90,0,0,0,0,0,0,0,light rain,0
2019-01-27,midi,0,0,0,0.0,0.0,279.59,276.77,277.92,280.31,4.02,90,0,0,0,0,0,0,0,heavy intensity rain,0
2019-01-27,soir,0,0,0,0.0,0.0,277.52,275.15,275.76,278.51,2.68,75,0,0,0,0,0,0,0,light rain,0
2019-01-28,midi,0,0,0,0.0,0.0,279.02,276.94,274.65,281.36,2.68,90,0,0,overcast clouds,0,0,0,0,0,0
2019-01-28,soir,0,0,0,0.0,0.0,276.79,273.95,274.65,278.21,3.1,0,0,sky is clear,0,0,0,0,0,0,0
2019-01-29,midi,0,0,0,0.0,0.0,277.02,277.02,276.05,278.58,0.45,0,0,sky is clear,0,0,0,0,0,0,0
2019-01-29,soir,0,0,0,0.0,0.0,275.01,270.51,273.81,275.8,5.1,90,0,0,0,0,0,0,0,light rain,0
2019-01-30,midi,0,0,0,0.0,0.0,276.63,273.13,275.03,281.87,4.02,75,0,0,0,0,0,0,0,moderate rain,0
2019-01-30,soir,0,0,0,0.0,0.0,275.05,272.28,273.27,280.21,2.6,90,0,0,0,0,0,0,0,light rain,0
2019-01-31,midi,0,0,0,0.0,0.0,274.41,269.44,271.87,275.4,5.7,75,0,0,0,0,0,0,0,light rain,0
2019-01-31,soir,0,0,0,0.0,0.0,275.02,270.52,271.32,275.8,5.1,90,0,0,0,0,0,0,0,light rain,0
2019-02-01,midi,0,0,0,0.0,0.0,279.57,279.57,272.98,280.58,1.0,90,0,0,overcast clouds,0,0,0,0,0,0
2019-02-01,soir,0,0,0,0.0,0.0,279.27,277.73,272.98,280.36,2.1,90,0,0,0,0,0,0,0,light rain,0
2019-02-02,midi,0,0,0,0.0,0.0,277.84,274.62,273.54,278.58,4.02,90,0,0,overcast clouds,0,0,0,0,0,0
2019-02-02,soir,0,0,0,0.0,0.0,277.16,273.52,275.49,278.24,4.47,75,0,0,0,0,0,0,0,light intensity shower rain,0
2019-02-03,midi,0,0,0,0.0,0.0,278.59,277.81,277.16,279.69,1.34,40,0,0,scattered clouds,0,0,0,0,0,0
2019-02-03,soir,0,0,0,0.0,0.0,275.92,273.81,273.25,277.71,2.1,20,0,0,few clouds,0,0,0,0,0,0
2019-02-04,midi,0,0,0,0.0,0.0,276.15,276.15,274.94,278.54,0.45,0,0,sky is clear,0,0,0,0,0,0,0
2019-02-04,soir,0,0,0,0.0,0.0,276.04,276.04,274.48,278.54,0.45,90,0,0,0,0,0,0,0,light rain,0
2019-02-05,midi,0,0,0,0.0,0.0,280.01,280.01,277.92,280.87,0.45,20,0,0,few clouds,0,0,0,0,0,0
2019-02-05,soir,0,0,0,0.0,0.0,277.33,275.46,275.38,280.18,2.1,90,0,0,overcast clouds,0,0,0,0,0,0
2019-02-06,midi,0,0,0,0.0,0.0,281.02,279.04,279.94,282.45,3.1,90,0,0,0,0,0,0,mist,0,0
2019-02-06,soir,0,0,0,0.0,0.0,283.14,283.14,281.98,284.1,0.45,90,0,0,0,0,light intensity drizzle rain,0,0,0,0
2019-02-07,midi,0,0,0,0.0,0.0,283.51,282.3,282.62,284.38,1.34,75,0,0,broken clouds,0,0,0,0,0,0
2019-02-07,soir,0,0,0,0.0,0.0,281.39,280.49,279.4,282.41,1.79,75,0,0,0,0,0,0,0,light rain,0
2019-02-08,midi,0,0,0,0.0,0.0,282.64,281.25,281.69,283.58,2.68,90,0,0,overcast clouds,0,0,0,0,0,0
2019-02-08,soir,0,0,0,0.0,0.0,283.12,281.55,281.95,283.58,3.13,90,0,0,overcast clouds,0,0,0,0,0,0
2019-02-09,midi,0,0,0,0.0,0.0,284.5,283.36,282.98,285.24,3.13,75,0,0,broken clouds,0,0,0,0,0,0
2019-02-09,soir,0,0,0,0.0,0.0,283.25,282.25,281.6,284.24,2.24,90,0,0,overcast clouds,0,0,0,0,0,0
2019-02-10,midi,0,0,0,0.0,0.0,280.26,276.63,278.83,283.54,6.26,75,0,0,0,0,0,0,0,moderate rain,0
2019-02-10,soir,0,0,0,0.0,0.0,279.61,278.97,277.81,283.54,1.34,75,0,0,0,0,0,0,0,light rain,0
2019-02-11,midi,0,0,0,0.0,0.0,281.09,280.64,279.94,282.47,1.34,90,0,0,0,0,0,0,0,light rain,0
2019-02-11,soir,0,0,0,0.0,0.0,279.74,277.5,277.81,281.31,3.1,75,0,0,broken clouds,0,0,0,0,0,0
2019-02-12,midi,0,0,0,0.0,0.0,279.84,279.84,277.71,282.47,1.0,75,0,0,broken clouds,0,0,0,0,0,0
2019-02-12,soir,0,0,0,0.0,0.0,278.68,276.6,276.95,280.25,2.6,40,0,0,scattered clouds,0,0,0,0,0,0
2019-02-13,midi,0,0,0,0.0,0.0,278.32,276.62,274.29,283.48,2.1,0,0,sky is clear,0,0,0,0,0,0,0
2019-02-13,soir,0,0,0,0.0,0.0,278.81,277.19,276.28,280.25,2.1,0,0,sky is clear,0,0,0,0,0,0,0
2019-02-14,midi,0,0,0,0.0,0.0,282.63,282.21,280.4,283.96,1.5,0,0,sky is clear,0,0,0,0,0,0,0
2019-02-14,soir,0,0,0,0.0,0.0,282.32,280.92,279.28,283.96,2.6,0,0,sky is clear,0,0,0,0,0,0,0
2019-02-15,midi,0,0,0,0.0,0.0,285.42,284.03,283.58,286.91,3.1,0,0,sky is clear,0,0,0,0,0,0,0
2019-02-15,soir,0,0,0,0.0,0.0,283.32,281.91,280.7,285.25,2.1,0,0,sky is clear,0,0,0,0,0,0,0
2019-02-16,midi,0,0,0,0.0,0.0,287.03,285.73,285.49,288.87,0.89,0,0,sky is clear,0,0,0,0,0,0,0
2019-02-16,soir,0,0,0,0.0,0.0,284.23,283.06,281.26,285.58,1.5,0,0,sky is clear,0,0,0,0,0,0,0
2019-02-17,midi,0,0,0,0.0,0.0,288.03,286.49,286.7,289.45,1.34,0,0,sky is clear,0,0,0,0,0,0,0
2019-02-17,soir,0,0,0,0.0,0.0,285.7,284.24,282.69,287.03,1.5,0,0,sky is clear,0,0,0,0,0,0,0
2019-02-18,midi,0,0,0,0.0,0.0,286.49,285.21,285.03,287.47,0.89,0,0,sky is clear,0,0,0,0,0,0,0
2019-02-18,soir,0,0,0,0.0,0.0,284.66,283.38,281.26,285.92,3.1,0,0,sky is clear,0,0,0,0,0,0,0
2019-02-19,midi,0,0,0,0.0,0.0,282.42,280.73,281.38,284.04,3.1,20,0,0,few clouds,0,0,0,0,0,0
2019-02-19,soir,0,0,0,0.0,0.0,281.1,280.46,279.04,282.58,1.5,0,0,sky is clear,0,0,0,0,0,0,0
2019-02-20,midi,0,0,0,0.0,0.0,284.64,283.72,281.4,286.87,0.45,40,0,0,scattered clouds,0,0,0,0,0,0
2019-02-20,soir,0,0,0,0.0,0.0,282.98,282.98,280.28,284.81,1.0,0,0,sky is clear,0,0,0,0,0,0,0
2019-02-21,midi,0,0,0,0.0,0.0,286.96,286.09,284.09,288.87,1.0,0,0,sky is clear,0,0,0,0,0,0,0
2019-02-21,soir,0,0,0,0.0,0.0,284.84,283.55,281.81,286.47,1.5,0,0,sky is clear,0,0,0,0,0,0,0
2019-02-22,midi,0,0,0,0.0,0.0,288.28,287.23,285.4,290.15,1.5,0,0,sky is clear,0,0,0,0,0,0,0
2019-02-22,soir,0,0,0,0.0,0.0,286.22,285.04,283.25,288.14,2.1,0,0,sky is clear,0,0,0,0,0,0,0
2019-02-23,midi,0,0,0,0.0,0.0,286.96,285.75,285.4,288.02,0.45,0,1,sky is clear,0,0,0,0,0,0,0
2019-02-23,soir,0,0,0,0.0,0.0,284.86,283.5,282.28,286.47,2.1,0,1,sky is clear,0,0,0,0,0,0,0
2019-02-24,midi,0,0,0,0.0,0.0,285.45,283.55,284.07,286.81,1.5,0,1,sky is clear,0,0,0,0,0,0,0
2019-02-24,soir,0,0,0,0.0,0.0,284.31,282.53,281.4,285.92,2.6,0,1,sky is clear,0,0,0,0,0,0,0
2019-02-25,midi,0,0,1,0.0,0.0,288.19,286.53,286.91,289.48,1.5,0,1,sky is clear,0,0,0,0,0,0,0
2019-02-25,soir,0,0,1,0.0,0.0,286.58,285.15,283.08,288.14,2.6,0,1,sky is clear,0,0,0,0,0,0,0
2019-02-26,midi,0,0,1,0.0,0.0,289.05,287.82,287.4,290.7,2.1,0,1,sky is clear,0,0,0,0,0,0,0
2019-02-26,soir,0,0,1,0.0,0.0,287.52,286.24,284.18,289.58,2.1,0,1,sky is clear,0,0,0,0,0,0,0
2019-02-27,midi,0,0,1,0.0,0.0,290.48,289.55,288.98,292.47,2.1,0,1,sky is clear,0,0,0,0,0,0,0
2019-02-27,soir,0,0,1,0.0,0.0,288.44,287.38,285.15,290.25,2.1,0,1,sky is clear,0,0,0,0,0,0,0
2019-02-28,midi,0,0,1,0.0,0.0,286.31,285.46,284.94,287.58,4.02,90,1,0,overcast clouds,0,0,0,0,0,0
2019-02-28,soir,0,0,1,0.0,0.0,283.69,283.05,281.03,284.91,4.47,75,1,0,0,0,0,0,0,light rain,0
2019-03-01,midi,0,0,1,0.0,0.0,284.36,283.63,283.25,285.31,2.24,90,1,0,overcast clouds,0,0,0,0,0,0
2019-03-01,soir,0,0,1,0.0,0.0,283.77,282.9,282.69,284.31,0.45,90,1,0,overcast clouds,0,0,0,0,0,0
2019-03-02,midi,0,0,1,0.0,0.0,285.13,284.32,284.17,285.87,0.89,90,1,0,overcast clouds,0,0,0,0,0,0
2019-03-02,soir,0,0,1,0.0,0.0,284.02,283.04,282.4,284.81,2.6,0,1,sky is clear,0,0,0,0,0,0,0
2019-03-03,midi,0,0,1,0.0,0.0,286.25,285.63,285.28,286.91,4.47,90,1,0,overcast clouds,0,0,0,0,0,0
2019-03-03,soir,0,0,1,0.0,0.0,287.37,286.49,285.7,288.24,2.68,90,1,0,overcast clouds,0,0,0,0,0,0
2019-03-04,midi,0,0,1,0.0,0.0,282.1,279.65,281.05,283.02,4.47,90,1,0,0,0,0,0,0,light rain,0
2019-03-04,soir,0,0,1,0.0,0.0,281.25,278.81,279.38,282.24,4.02,40,1,0,scattered clouds,0,0,0,0,0,0
2019-03-05,midi,0,0,1,0.0,0.0,282.99,282.99,281.7,284.01,0.45,90,1,0,0,0,0,0,0,moderate rain,0
2019-03-05,soir,0,0,1,0.0,0.0,283.53,282.82,282.16,284.58,2.6,90,1,0,overcast clouds,0,0,0,0,0,0
2019-03-06,midi,0,0,0,0.0,0.0,284.52,283.51,282.98,285.8,0.45,90,1,0,0,0,0,0,0,light rain,0
2019-03-06,soir,0,0,0,0.0,0.0,283.91,283.42,282.5,284.58,2.1,90,1,0,0,light intensity drizzle,0,0,0,0,0
2019-03-07,midi,0,0,0,0.0,0.0,283.86,282.58,283.1,284.83,3.13,90,1,0,overcast clouds,0,0,0,0,0,0
2019-03-07,soir,0,0,0,0.0,0.0,282.42,280.46,281.05,283.11,3.58,75,1,0,0,0,0,0,0,light rain,0
2019-03-08,midi,0,0,0,0.0,0.0,285.16,283.88,283.54,286.91,4.02,20,1,0,few clouds,0,0,0,0,0,0
2019-03-08,soir,0,0,0,0.0,0.0,283.57,282.42,282.83,284.58,0.89,0,1,sky is clear,0,0,0,0,0,0,0
2019-03-09,midi,0,0,0,0.0,0.0,285.11,284.37,284.09,285.87,2.68,90,1,0,overcast clouds,0,0,0,0,0,0
2019-03-09,soir,0,0,0,0.0,0.0,286.59,285.77,284.94,287.24,1.34,90,1,0,overcast clouds,0,0,0,0,0,0
2019-03-10,midi,0,0,0,0.0,0.0,286.07,284.72,284.92,286.96,4.92,90,1,0,overcast clouds,0,0,0,0,0,0
2019-03-10,soir,0,0,0,0.0,0.0,282.54,282.54,281.36,283.54,0.89,0,1,sky is clear,0,0,0,0,0,0,0
2019-03-11,midi,0,0,0,0.0,0.0,281.8,279.22,280.94,283.02,4.6,40,0,0,0,0,0,0,0,light rain,0
2019-03-11,soir,0,0,0,0.0,0.0,280.89,280.89,279.94,282.01,0.45,0,0,sky is clear,0,0,0,0,0,0,0
2019-03-12,midi,0,0,0,0.0,0.0,284.64,283.2,283.48,285.41,5.36,0,0,sky is clear,0,0,0,0,0,0,0
2019-03-12,soir,0,0,0,0.0,0.0,280.02,278.48,278.37,281.4,2.24,90,0,0,0,0,0,0,0,moderate rain,0
2019-03-13,midi,0,0,0,0.0,0.0,282.15,280.66,281.16,283.65,2.68,40,0,0,0,0,0,0,0,light rain,0
2019-03-13,soir,0,0,0,0.0,0.0,281.96,280.76,280.59,282.87,2.24,75,0,0,broken clouds,0,0,0,0,0,0
2019-03-14,midi,0,0,0,0.0,0.0,282.64,279.97,281.39,283.24,5.36,90,0,0,0,0,0,0,0,moderate rain,0
2019-03-14,soir,0,0,0,0.0,0.0,284.53,284.02,283.27,285.24,1.34,90,0,0,0,0,0,0,0,light rain,0
2019-03-15,midi,0,0,0,0.0,0.0,286.68,286.05,285.28,287.41,2.24,90,0,0,overcast clouds,0,0,0,0,0,0
2019-03-15,soir,0,0,0,0.0,0.0,286.24,285.62,284.94,287.24,2.68,90,0,0,0,0,0,0,0,light rain,0
2019-03-16,midi,0,0,0,0.0,0.0,285.39,284.37,284.48,286.31,2.68,90,0,0,overcast clouds,0,0,0,0,0,0
2019-03-16,soir,0,0,0,0.0,0.0,285.7,284.79,284.1,286.58,1.34,20,0,0,few clouds,0,0,0,0,0,0
2019-03-17,midi,0,0,0,0.0,0.0,282.42,280.99,279.58,284.1,2.68,75,0,0,0,0,0,0,0,light rain,0
2019-03-17,soir,0,0,0,0.0,0.0,278.16,278.16,276.81,279.58,0.45,75,0,0,0,0,0,0,0,moderate rain,0
2019-03-18,midi,0,0,0,0.0,0.0,283.55,282.19,282.28,284.69,0.89,75,0,0,0,0,0,0,0,light rain,0
2019-03-18,soir,0,0,0,0.0,0.0,281.26,280.83,279.48,282.24,1.34,0,0,sky is clear,0,0,0,0,0,0,0
2019-03-19,midi,0,0,0,0.0,0.0,284.55,283.23,283.38,285.42,0.89,90,0,0,overcast clouds,0,0,0,0,0,0
2019-03-19,soir,0,0,0,0.0,0.0,283.86,282.4,281.81,284.85,0.89,0,0,sky is clear,0,0,0,0,0,0,0
2019-03-20,midi,0,0,0,0.0,0.0,286.07,284.93,284.85,287.47,0.89,75,0,0,broken clouds,0,0,0,0,0,0
2019-03-20,soir,0,0,0,0.0,0.0,284.75,283.61,283.27,285.92,2.1,0,0,sky is clear,0,0,0,0,0,0,0
2019-03-21,midi,0,0,0,0.0,0.0,287.85,286.79,286.88,288.81,3.6,0,0,sky is clear,0,0,0,0,0,0,0
2019-03-21,soir,0,0,0,0.0,0.0,286.98,285.88,285.21,288.14,3.6,0,0,sky is clear,0,0,0,0,0,0,0
2019-03-22,midi,0,0,0,0.0,0.0,288.57,287.53,286.51,291.42,2.1,20,0,0,few clouds,0,0,0,0,0,0
2019-03-22,soir,1,0,0,0.0,0.0,288.41,287.06,285.7,289.81,2.6,0,0,sky is clear,0,0,0,0,0,0,0
2019-03-23,midi,0,0,0,0.0,0.0,285.7,284.79,284.17,286.98,2.1,20,0,0,few clouds,0,0,0,0,0,0
2019-03-23,soir,0,0,0,0.0,0.0,284.18,283.11,283.27,285.02,0.89,75,0,0,broken clouds,0,0,0,0,0,0
2019-03-24,midi,0,0,0,0.0,0.0,284.83,283.88,282.5,286.42,0.89,90,0,0,overcast clouds,0,0,0,0,0,0
2019-03-24,soir,0,0,0,0.0,0.0,284.37,283.09,282.69,285.36,2.24,75,0,0,broken clouds,0,0,0,0,0,0
2019-03-25,midi,0,0,0,0.0,0.0,284.55,282.92,283.91,285.87,3.13,75,0,0,broken clouds,0,0,0,0,0,0
2019-03-25,soir,1,0,0,0.0,0.0,282.7,280.39,281.48,283.35,4.47,0,0,sky is clear,0,0,0,0,0,0,0
2019-03-26,midi,0,0,0,0.0,0.0,284.2,282.69,283.58,285.15,5.36,20,0,0,few clouds,0,0,0,0,0,0
2019-03-26,soir,0,0,0,0.0,0.0,284.24,282.74,283.25,285.31,0.45,20,0,0,few clouds,0,0,0,0,0,0
2019-03-27,midi,0,0,0,0.0,0.0,285.27,283.84,284.48,286.31,5.36,75,0,0,broken clouds,0,0,0,0,0,0
2019-03-27,soir,0,0,0,0.0,0.0,284.19,282.81,283.25,285.02,4.02,20,0,0,few clouds,0,0,0,0,0,0
2019-03-28,midi,0,0,0,0.0,0.0,286.65,285.36,284.73,288.09,0.45,20,0,0,few clouds,0,0,0,0,0,0
2019-03-28,soir,0,0,0,0.0,0.0,284.97,283.67,283.25,285.87,1.79,0,0,sky is clear,0,0,0,0,0,0,0
2019-03-29,midi,0,0,0,0.0,0.0,290.05,289.02,288.92,291.03,0.89,0,0,sky is clear,0,0,0,0,0,0,0
2019-03-29,soir,0,0,0,0.0,0.0,288.52,287.37,287.08,289.69,2.1,0,0,sky is clear,0,0,0,0,0,0,0
2019-03-30,midi,0,0,0,0.0,0.0,291.12,289.96,289.69,293.4,0.45,0,0,sky is clear,0,0,0,0,0,0,0
2019-03-30,soir,0,0,0,0.0,0.0,290.18,288.7,288.38,292.09,1.0,0,0,sky is clear,0,0,0,0,0,0,0
2019-03-31,midi,0,0,0,0.0,0.0,292.38,291.3,291.4,293.76,2.24,0,0,sky is clear,0,0,0,0,0,0,0
2019-03-31,soir,0,0,0,0.0,0.0,289.76,288.86,287.4,291.36,3.13,1,0,sky is clear,0,0,0,0,0,0,0
2019-04-01,midi,0,0,0,0.0,0.0,291.41,290.49,289.58,293.09,2.6,0,0,sky is clear,0,0,0,0,0,0,0
2019-04-01,soir,0,0,0,0.0,0.0,291.61,290.53,289.1,292.58,2.1,0,0,sky is clear,0,0,0,0,0,0,0
2019-04-02,midi,0,0,0,0.0,0.0,290.03,289.26,284.08,290.98,2.24,75,0,0,0,0,0,0,0,0,proximity thunderstorm
2019-04-02,soir,0,0,0,0.0,0.0,281.23,280.8,280.47,281.91,1.34,0,0,0,0,0,0,0,0,light rain,0
2019-04-03,midi,0,0,0,0.0,0.0,281.29,279.64,279.3,282.38,2.68,75,0,0,0,0,0,0,0,light rain,0
2019-04-03,soir,0,0,0,0.0,0.0,280.61,280.61,278.48,282.38,0.89,75,0,0,broken clouds,0,0,0,0,0,0
2019-04-04,midi,0,0,0,0.0,0.0,283.62,281.95,282.16,285.8,2.24,75,0,0,0,0,0,0,0,light rain,0
2019-04-04,soir,0,0,0,0.0,0.0,283.42,281.57,281.81,284.58,4.1,0,0,sky is clear,0,0,0,0,0,0,0
2019-04-05,midi,0,0,0,0.0,0.0,286.31,284.7,285.03,287.47,0.45,0,0,sky is clear,0,0,0,0,0,0,0
2019-04-05,soir,0,0,0,0.0,0.0,285.13,283.74,284.38,285.58,0.45,0,0,sky is clear,0,0,0,0,0,0,0
2019-04-06,midi,0,0,0,0.0,0.0,288.11,286.94,287.16,289.14,4.6,0,0,sky is clear,0,0,0,0,0,0,0
2019-04-06,soir,0,0,0,0.0,0.0,288.27,287.17,286.81,288.94,4.1,90,0,0,overcast clouds,0,0,0,0,0,0
2019-04-07,midi,0,0,0,0.0,0.0,287.11,285.97,286.05,288.09,0.45,0,0,sky is clear,0,0,0,0,0,0,0
2019-04-07,soir,0,0,0,0.0,0.0,286.97,285.82,285.59,288.02,0.45,0,0,sky is clear,0,0,0,0,0,0,0
2019-04-08,midi,0,0,0,0.0,0.0,288.75,287.75,287.25,290.25,1.5,75,0,0,broken clouds,0,0,0,0,0,0
2019-04-08,soir,0,0,0,0.0,0.0,287.33,286.11,285.03,288.58,1.5,0,0,0,0,0,0,0,0,light rain,0
2019-04-09,midi,0,0,0,0.0,0.0,286.05,285.25,282.69,289.4,0.45,90,0,0,overcast clouds,0,0,0,0,0,0
2019-04-09,soir,0,0,0,0.0,0.0,285.08,284.26,283.81,286.42,1.79,40,0,0,scattered clouds,0,0,0,0,0,0
2019-04-10,midi,0,0,0,0.0,0.0,283.54,282.85,281.58,284.87,4.6,90,0,0,0,0,0,0,mist,0,0
2019-04-10,soir,0,0,0,0.0,0.0,285.07,284.28,283.37,285.71,2.24,75,0,0,0,0,0,0,mist,0,0
2019-04-11,midi,0,0,0,0.0,0.0,285.43,283.97,284.18,286.4,0.89,0,0,sky is clear,0,0,0,0,0,0,0
2019-04-11,soir,0,0,0,0.0,0.0,284.1,282.5,283.06,284.87,1.34,0,0,sky is clear,0,0,0,0,0,0,0
2019-04-12,midi,0,0,0,0.0,0.0,283.33,281.63,282.16,285.31,1.79,75,0,0,broken clouds,0,0,0,0,0,0
2019-04-12,soir,0,0,0,0.0,0.0,282.07,282.07,280.98,283.09,0.89,0,0,sky is clear,0,0,0,0,0,0,0
